name,location,reviews,facilities,price,size,rules,stars
Mykonos Lolita,"Main Street, Agios Sostis Mykonos, 84600, Greece",8.7Excellent 108 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Room service', 'Restaurant', 'Family rooms', 'Beachfront', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Price
$2,498
</span>",355 feet²,['Pets\n\n\nPets are not allowed.'],
Jenny's Summer Houses,"Platis Yialos Mykonos, Platis Gialos, 84600, Greece",8.1Very Good 722 reviews,"['Airport shuttle (free)', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Restaurant', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
€ 2,903
Current price
€ 2,404
</span>",100 m²,['Pets\n\n\nPets are not allowed.'],3
Arte & Mare Elia Luxury Suites & Vllas,"Main Street, Elia Beach, 84600, Greece",8.5Very Good 428 reviews,"['2 swimming pools', 'Spa', 'Fitness center', 'Airport shuttle', 'Non-smoking rooms', 'Beachfront', 'Free parking', 'Bar', 'Private beach area', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Price
RUB 240,303
</span>",50 m²,['Pets\n\n\nPets are not allowed.'],5
Archipelagos All Suites,"ELIA MAIN ROAD, Elia Beach, 84600, Greece",9.0Wonderful 63 reviews,"['Outdoor swimming pool', 'Spa', 'Free parking', 'Non-smoking rooms', 'Fitness center', 'Airport shuttle', 'Room service', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
₹ 239,489
</span>",30 m²,['Pets\n\n\nPets are not allowed.'],5
Mykonos Ammos Hotel - Small Luxury Hotels of the World,"Ornos, Ornos, 84600, Greece",9.4Wonderful 655 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Spa', 'Fitness center', 'Facilities for disabled guests', 'Bar', 'Beachfront', 'Private beach area', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
MXN 58,542
</span>",24 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],5
Poseidon Hotel Suites,"Vida, Mikonos, 84600, Greece","8.9Excellent 1,794 reviews","['Outdoor swimming pool', 'Free parking', 'Airport shuttle (free)', 'Room service', 'Free WiFi', '24-hour front desk', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
¥348,267
Current price
¥330,854
</span>",25 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],4
Mykonos Soul Luxury Suites,"Agios Stefanos, Greece Mykonos Soul Luxury Suites, Agios Stefanos, 84600, Greece",9.7Exceptional 259 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Room service', 'Free parking', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Price
$2,553
</span>",398 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Smy Mykonos Suites & Villas - ex Greco Philia,"Main Street, Elia Beach, 84600, Greece",8.8Excellent 176 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Non-smoking rooms', 'Beachfront', 'Free parking', 'Restaurant', 'Room service', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
RUB 228,303
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],5
Nimbus My Aktis,"Super Paradise beach, Super Paradise Beach, 84600, Greece",9.3Wonderful 463 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Fitness center', 'Spa', 'Room service', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Private beach area', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
R$ 15,476
</span>",25 m²,['Pets\n\n\nPets are not allowed.'],
Aeolos Resort,"Road Mykonou-Ano Meras, Mikonos, 48600, Greece","9.6Exceptional 1,284 reviews","['3 swimming pools', 'Non-smoking rooms', 'Airport shuttle (free)', 'Free WiFi', 'Free parking', 'Restaurant', 'Room service', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 2,023
Current price
€ 1,922
</span>",23 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],4
Argo Hotel,"Main Street, Platis Gialos, 84600, Greece",9.4Wonderful 464 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Restaurant', 'Free parking', 'Family rooms', 'Free WiFi', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
$1,499
</span>",323 feet²,['Pets\n\n\nPets are not allowed.'],
Pietra e Mare,"Kalo Livadi, Mykonos, Kalo Livadi, 84700, Greece",7.9Good 226 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Restaurant', 'Free WiFi', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 1,629
Current price
€ 1,199
</span>",30 m²,['Pets\n\n\nPets are not allowed.'],4
"Maregold Mykonos Micro-Boutique Suites, Adults Only","Ελιά, Elia Beach, 84600, Greece",9.7Exceptional 122 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
$2,963
Current price
$2,222
</span>",248 feet²,['Pets\n\n\nPets are not allowed.'],
Maganos Apartments,"Agia Anna , Paraga, Paraga, 84600, Greece",8.7Excellent 584 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Family rooms', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Price
$1,448
</span>",377 feet²,['Pets\n\n\nPets are not allowed.'],
Sun of Mykonos Studios,"Klouvas, Mykonos, Klouvas, 84600, Greece",8.6Excellent 481 reviews,"['Outdoor swimming pool', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
BZD 1,544
</span>",19 m²,['Pets\n\n\nPets are not allowed.'],3
Avra Mykonos,"TOURLOS MYKONOS NEW PORT, Tourlos, 84600, Greece",9.5Exceptional 249 reviews,"['Free WiFi', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Beachfront', 'Bar']","<span class=""bui-u-sr-only"">
Price
€ 1,728
</span>",23 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
"Radisson Blu Euphoria Resort, Mykonos","Kalo Livadi Mykonos, Kalo Livadi, 84600, Greece",8.8Excellent 222 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Spa', 'Fitness center', 'Free parking', 'Room service', 'Restaurant', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
CAD 2,874
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],5
Mykonos Residence Villas & Suites Merchia Beach,"Merchia Beach, Παραλία Μερχιάς, Merchia Beach, 84600, Greece",8.9Excellent 33 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Beachfront', 'Room service', 'Facilities for disabled guests', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$2,051
</span>",377 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
"Mykonos Blu, Grecotel Boutique Resort","Main Street, Psarou, 84600, Greece",8.7Excellent 189 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Non-smoking rooms', 'Spa', 'Fitness center', 'Free parking', 'Room service', 'Restaurant', 'Bar', 'Private beach area']","<span class=""bui-u-sr-only"">
Price
18,029 zł
</span>",29 m²,['Pets\n\n\nPets are not allowed.'],5
Kamari Hotel,"Main Street, Platis Gialos, 84600, Greece",8.7Excellent 388 reviews,"['Outdoor swimming pool', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
€ 1,376
Current price
€ 1,267
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],3
Sea Rock & Sky Private Residence,"Merchia Beach, Merchia Beach, 84600, Greece",9.3Wonderful 42 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Beachfront', 'Spa', 'Free parking', 'Bar', 'Private beach area', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 2,428
</span>",57 m²,['Pets\n\n\nPets are allowed. Charges may apply.'],4
Deliades Hotel,"Main Street, Ornos, 84500, Greece",8.4Very Good 251 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Fitness center', 'Room service', 'Restaurant', 'Free parking', 'Family rooms', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Price
$2,146
</span>",377 feet²,['Pets\n\n\nPets are not allowed.'],
Mykonos Essence Adults Only,"Ornos, Ornos, 84600, Greece",9.3Wonderful 323 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Free parking', 'Room service', 'Restaurant', 'Family rooms', 'Free WiFi', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Original price
10,572 zł
Current price
7,799 zł
</span>",25 m²,['Pets\n\n\nPets are not allowed.'],4
Villas Kalafatis Apartments,"Kalafatis bay, Kalafatis, 84600, Greece",8.1Very Good 190 reviews,"['Free WiFi', 'Beachfront', 'Airport shuttle', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
€ 1,243
</span>",40 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Mykonos Village,"Ano Mera, Ano Mera, 84600, Greece",9.4Wonderful 170 reviews,"['6 swimming pools', 'Free WiFi', 'Airport shuttle', 'Non-smoking rooms', 'Family rooms', 'Free parking']","<span class=""bui-u-sr-only"">
Original price
€ 3,693
Current price
€ 2,955
</span>",72 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",4
Agnandi Cielo,"Vorna Tourlou, P.O.Bx 417, Tourlos, 84600, Greece",9.5Exceptional 149 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Facilities for disabled guests', 'Room service', 'Airport shuttle', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
PEN 6,055
</span>",30 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 10:00 PM and 10:00 AM.', 'Pets\n\n\nPets are not allowed.']",4
Zephyros,"Main Street, Paraga, 84600, Greece",9.3Wonderful 139 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Free WiFi', 'Non-smoking rooms', 'Fitness center', 'Free parking', 'Restaurant', 'Family rooms', 'Room service', 'Bar']","<span class=""bui-u-sr-only"">
Original price
€ 1,958
Current price
€ 1,802
</span>",18 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],3
Mykonia Inn,"Ano Mera 84600 Mykonos, Ano Mera, 84600, Greece",9.5Exceptional 4 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Family rooms', 'Free WiFi', 'Fitness center', 'Tea/Coffee Maker in All Rooms', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
¥114,591
Current price
¥108,862
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],3
Bella Alba,"Lia Beach, Kalafatis, 84600, Greece",9.3Wonderful 176 reviews,"['Non-smoking rooms', 'Beachfront', 'Airport shuttle', 'Restaurant', 'Free parking', 'Free WiFi', 'Room service', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
RUB 113,358
</span>",25 m²,"['Quiet hours\n\n\nGuests need be quiet between 12:00 AM and 8:00 AM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",3
Nissaki Boutique Hotel,"Nammos Beach , Platis Gialos, 84600, Greece",9.4Wonderful 676 reviews,"['Outdoor swimming pool', 'Airport shuttle (free)', 'Non-smoking rooms', 'Spa', 'Fitness center', 'Free parking', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Private beach area', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
13,230 zł
</span>",28 m²,['Pets\n\n\nPets are not allowed.'],5
Alkistis Beach Hotel - Adults Only,"Agios Stefanos, Agios Stefanos, 84600, Greece",8.4Very Good 554 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Private Parking', 'Restaurant', 'Beachfront', 'Free WiFi', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 1,235
</span>",22 m²,['Pets\n\n\nPets are not allowed.'],3
White Rock Suites & Villas,"Χουλάκια , Μυκονος, Houlakia, 84600, Greece",9.3Wonderful 69 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Beachfront', 'Free WiFi', 'Family rooms', 'Spa', 'Tea/Coffee Maker in All Rooms']","<span class=""bui-u-sr-only"">
Price
UAH 55,455
</span>",40 m²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],
Psarou Summer Villas,"Agios Lazaros, Psarou, 84600, Greece",9.8Exceptional 19 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free WiFi', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 6,875
Current price
€ 5,844
</span>",220 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",4
Vencia Boutique Hotel,"Agios Elefterios, Mikonos, 84600, Greece",9.4Wonderful 623 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Restaurant', 'Room service', 'Free WiFi', '24-hour front desk', 'Bar']","<span class=""bui-u-sr-only"">
Price
CAD 15,862
</span>",130 m²,['Pets\n\n\nPets are not allowed.'],4
Grand Beach Hotel,"Megali Ammos, Mikonos, 84600, Greece",8.8Excellent 356 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Room service', 'Restaurant', 'Free WiFi', '24-hour front desk', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Original price
RUB 178,757
Current price
RUB 156,233
</span>",28 m²,['Pets\n\n\nPets are not allowed.'],4
Bella Alba,"Lia Beach, Kalafatis, 84600, Greece",9.3Wonderful 176 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Beachfront', 'Free parking', 'Restaurant', 'Room service', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$1,394
</span>",269 feet²,"['Quiet hours\n\n\nGuests need be quiet between 12:00 AM and 8:00 AM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",
Nissaki Boutique Hotel,"Nammos Beach , Platis Gialos, 84600, Greece",9.4Wonderful 676 reviews,"['Outdoor swimming pool', 'Airport shuttle (free)', 'Spa', 'Non-smoking rooms', 'Fitness center', 'Free parking', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Private beach area', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 3,072
</span>",28 m²,['Pets\n\n\nPets are not allowed.'],5
Alkistis Beach Hotel - Adults Only,"Agios Stefanos, Agios Stefanos, 84600, Greece",8.4Very Good 554 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Private Parking', 'Restaurant', 'Beachfront', 'Free WiFi', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
¥163,007
</span>",22 m²,['Pets\n\n\nPets are not allowed.'],3
White Rock Suites & Villas,"Χουλάκια , Μυκονος, Houlakia, 84600, Greece",9.3Wonderful 69 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Spa', 'Beachfront', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms']","<span class=""bui-u-sr-only"">
Price
SCR 20,953
</span>",40 m²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],
Jenny's Summer Houses,"Platis Yialos Mykonos, Platis Gialos, 84600, Greece",8.1Very Good 722 reviews,"['Non-smoking rooms', 'Airport shuttle (free)', 'Restaurant', 'Free parking', 'Family rooms', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Original price
$2,799
Current price
$2,318
</span>",1076 feet²,['Pets\n\n\nPets are not allowed.'],
Psarou Summer Villas,"Agios Lazaros, Psarou, 84600, Greece",9.8Exceptional 19 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Family rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
$6,268
</span>",2368 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",
Vencia Boutique Hotel,"Agios Elefterios, Mikonos, 84600, Greece",9.4Wonderful 623 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Room service', 'Restaurant', 'Free WiFi', '24-hour front desk', 'Bar']","<span class=""bui-u-sr-only"">
Price
$11,798
</span>",1399 feet²,['Pets\n\n\nPets are not allowed.'],
Grand Beach Hotel,"Megali Ammos, Mikonos, 84600, Greece",8.8Excellent 356 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Free parking', 'Restaurant', 'Room service', '24-hour front desk', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 2,065
Current price
€ 1,865
</span>",28 m²,['Pets\n\n\nPets are not allowed.'],4
Mykonos Ark Villas,"Ftelia, Ftelia, 84600, Greece",9.6Exceptional 56 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle (free)', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
₪ 15,881
Current price
₪ 14,610
</span>",135 m²,['Pets\n\n\nPets are not allowed.'],4
Rocabella Mykonos Hotel,"Main Street, Agios Stefanos, 84600, Greece",8.5Very Good 155 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Spa', 'Fitness center', 'Free parking', 'Room service', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
CAD 3,505
</span>",27 m²,['Pets\n\n\nPets are not allowed.'],5
Bellou Suites,"Amygdalidi, Mikonos, 84600, Greece",9.6Exceptional 441 reviews,"['Non-smoking rooms', 'Free WiFi', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Original price
$1,931
Current price
$1,641
</span>",431 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 10:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",
Mykonos Pro-care Suites,"Οδός Μπάσουλας, Μύκονος, Ano Mera, 84600, Greece",8.7Excellent 208 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$1,341
</span>",366 feet²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Cape Mykonos,"Megali Ammos, Mikonos, 84600, Greece",8.5Very Good 631 reviews,"['Non-smoking rooms', 'Airport shuttle (free)', 'Free WiFi', 'Free parking', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Original price
9,213 zł
Current price
8,476 zł
</span>",30 m²,['Pets\n\n\nPets are not allowed.'],
Niriides Homes & Villas,"Elia, Elia Beach, 84600, Greece",8.8Excellent 269 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle (free)', 'Free parking', 'Room service', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$2,040
</span>",753 feet²,"['Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 6:00 AM.', 'Pets\n\n\nPets are not allowed.']",
San Marco Hotel and Villas,"Main Street, Houlakia, 84600, Greece",7.3Good 258 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Spa', 'Restaurant', 'Room service', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
¥241,922
Current price
¥229,826
</span>",25 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],5
Amazon Suites,"aghios ioannis mykonos, Agios Ioannis Mykonos, 84600, Greece",9.9Exceptional 148 reviews,"['2 swimming pools', 'Airport shuttle', 'Spa', 'Non-smoking rooms', 'Fitness center', 'Free parking', 'Free WiFi', 'Bar', 'Beachfront', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 3,750
</span>",25 m²,['Pets\n\n\nPets are not allowed.'],5
Sea View Residence,"Costa Ilios area, Ornos, 84600, Greece",9.1Wonderful 200 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Room service', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
CAD 2,451
Current price
CAD 2,084
</span>",21 m²,['Pets\n\n\nPets are not allowed.'],
