name,location,reviews,facilities,price,size,rules,stars
Romantza Mare,"Koskinou, Kallithea Rhodes, 85100, Greece",7.5Good 346 reviews,"['2 swimming pools', 'Non-smoking rooms', 'Beachfront', 'Free parking', 'Restaurant', 'Room service', 'Free WiFi', 'Family rooms', 'Bar', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Price
$380
</span>",269 feet²,['Pets\n\n\nPets are not allowed.'],
Lardos Bay,"Lardos Beach, Lartos, 85109, Greece","8.2Very Good 1,069 reviews","['2 swimming pools', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Restaurant', 'Family rooms', 'Beachfront', 'Free WiFi', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 575
</span>",21 m²,['Pets\n\n\nPets are not allowed.'],3
Attiki Hotel,"Theofiliskou, Rhodes Town, 85100, Greece",9.4Wonderful 585 reviews,"['Non-smoking rooms', 'Free WiFi', 'Airport shuttle', 'Bar']","<span class=""bui-u-sr-only"">
Price
€ 705
</span>",15 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",3
"Happy Days Hotel, Adults Only","Rodou -Kamirou, Theologos, 85106, Greece",7.8Good 157 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Restaurant', 'Free WiFi', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Price
PEN 1,242
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],3
Paul's Garden Studios,"Haraki Malonas, Haraki, 85102, Greece",9.4Wonderful 68 reviews,"['Non-smoking rooms', 'Free parking', 'Facilities for disabled guests', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
$657
Current price
$604
</span>",291 feet²,['Pets\n\n\nPets are not allowed.'],
STAY Rhodes Hotel,"10 Plateia Gavriil Charitou, Rhodes Town, 85100, Greece",8.5Very Good 903 reviews,"['Non-smoking rooms', 'Restaurant', 'Free parking', 'Free WiFi', 'Beachfront', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 476
Current price
€ 438
</span>",22 m²,['Pets\n\n\nPets are not allowed.'],3
Ataviros Hotel,"Embonas, Émbonas, 85108, Greece",8.8Excellent 465 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Restaurant', 'Airport shuttle', 'Room service', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$370
</span>",248 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 2:00 AM and 6:00 AM.', 'Pets\n\n\nPets are not allowed.']",
Rhodian Sun Hotel,"Main Street, Paradisi, 85106, Greece",8.2Very Good 255 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle (free)', 'Facilities for disabled guests', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
$375
Current price
$364
</span>",301 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Dias Studios & Suites,"Main Street, Faliraki, 85105, Greece",8.7Excellent 599 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
$408
</span>",269 feet²,['Pets\n\n\nPets are not allowed.'],
Haraki Beach,"Haraki, Haraki, 85102, Greece",9.1Wonderful 156 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Beachfront', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$375
</span>",237 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
BLUE EYES APARTMENTS,"ΤΡΙΟΠΑ 1, ΙΑΛΥΣΟΣ, Ixia, 85101, Greece",9.0Wonderful 267 reviews,"['Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
R$ 2,871
</span>",38 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Villas Duc - Rhodes,"Ialyssos, Ialysos, 85101, Greece",8.6Excellent 212 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Spa', 'Restaurant', 'Free parking', 'Room service', 'Free WiFi', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
£496
</span>",269 feet²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Golden View Studios,"Vlicha Beach, Lindos, 85107, Greece",8.6Excellent 233 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free WiFi', 'Free parking']","<span class=""bui-u-sr-only"">
Original price
$ 113,368
Current price
$ 104,299
</span>",40 m²,['Pets\n\n\nPets are not allowed.'],3
White Villa,"Maritsa, Rhodes, Pastida, 85106, Greece",9.4Wonderful 58 reviews,"['Airport shuttle', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$263
</span>",495 feet²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],
White Villa,"Maritsa, Rhodes, Pastida, 85106, Greece",,,,,[],
Meliton Hotel,"Theologos (Rhodes), Theologos, 85106, Greece",8.2Very Good 177 reviews,"['2 swimming pools', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Facilities for disabled guests', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$617
</span>",215 feet²,['Pets\n\n\nPets are not allowed.'],
