name,location,reviews,facilities,price,size,rules,stars
Proteas Hotel & Suites,"Main Street, Agios Prokopios, 84300, Greece",9.2Wonderful 135 reviews,"['Outdoor swimming pool', 'Free parking', 'Non-smoking rooms', 'Room service', 'Facilities for disabled guests', 'Free WiFi', 'Family rooms', 'Bar', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Original price
₹ 60,210
Current price
₹ 55,393
</span>",28 m²,['Pets\n\n\nPets are not allowed.'],3
Hotel Semeli,"Agios Prokopios, Agios Prokopios, 84300, Greece",8.9Excellent 507 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 655
Current price
€ 603
</span>",18 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 6:00 PM.', 'Pets\n\n\nPets are not allowed.']",2
Katerina Hotel,"Agios Prokopios, Agios Prokopios, 84300, Greece",9.2Wonderful 216 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Non-smoking rooms', 'Fitness center', 'Facilities for disabled guests', 'Free parking', 'Room service', 'Free WiFi', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
£401
</span>",215 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],3
Depis apartments & suites,"Naxos Chora, Naxos Chora, 84300, Greece",8.7Excellent 99 reviews,"['Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
4,404 zł
Current price
4,052 zł
</span>",26 m²,['Pets\n\n\nPets are not allowed.'],3
Emery Hotel,"ΧΩΡΑ ΝΑΞΟΣ ΝΙΟ ΧΩΡΙΟ, Naxos Chora, 84300, Greece",9.6Exceptional 189 reviews,"['Airport shuttle', 'Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
£1,072
</span>",323 feet²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",4
Spiros,"Agios Georgios, Naxos Chora, 84300, Greece",9.1Wonderful 770 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Spa', 'Facilities for disabled guests', 'Room service', 'Free WiFi', 'Family rooms', 'Bar', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Original price
$ 1,316,509
Current price
$ 1,211,189
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Sea & Olives Suites Hotel and Villas,"Maragkas Plaka Naxos, Kalamouria, Plaka, 84300, Greece",9.6Exceptional 86 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 1,922
Current price
€ 1,591
</span>",90 m²,['Pets\n\n\nPets are not allowed.'],4
Perla Hotel,"Agios Prokopios, Agios Prokopios, 84300, Greece",9.3Wonderful 107 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Facilities for disabled guests', 'Free WiFi', 'Family rooms', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
$804
</span>",323 feet²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",
Iphimedeia Luxury Hotel & Suites,"Saint George Airport Road, Naxos Chora, 84300, Greece",9.6Exceptional 192 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Room service', 'Family rooms', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 893
Current price
€ 822
</span>",25 m²,['Pets\n\n\nPets are not allowed.'],4
Kouros,"Main Street, Apollon, 84301, Greece",8.7Excellent 155 reviews,"['Non-smoking rooms', 'Free parking', 'Facilities for disabled guests', 'Free WiFi', 'Beachfront', 'Bar']","<span class=""bui-u-sr-only"">
Price
$322
</span>",205 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Spiros,"Agios Georgios, Naxos Chora, 84300, Greece",9.1Wonderful 770 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Spa', 'Room service', 'Facilities for disabled guests', 'Free WiFi', 'Family rooms', 'Bar', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Original price
$1,569
Current price
$1,491
</span>",269 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Sea & Olives Suites Hotel and Villas,"Maragkas Plaka Naxos, Kalamouria, Plaka, 84300, Greece",9.6Exceptional 86 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
$2,061
Current price
$1,706
</span>",969 feet²,['Pets\n\n\nPets are not allowed.'],
Perla Hotel,"Agios Prokopios, Agios Prokopios, 84300, Greece",9.3Wonderful 107 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Facilities for disabled guests', 'Free WiFi', 'Family rooms', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Original price
MXN 14,064
Current price
MXN 12,938
</span>",30 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",2
Cosmos Boutique Hotel,"Plaka Beach, Plaka, 84300, Greece",9.5Exceptional 71 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Restaurant', 'Free parking', 'Room service', 'Free WiFi', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
£1,540
Current price
£1,417
</span>",323 feet²,['Pets\n\n\nPets are not allowed.'],
Naxos Cave Suites,"Stelida, Stelida, 84300, Greece",9.7Exceptional 261 reviews,"['Non-smoking rooms', 'Airport shuttle (free)', 'Room service', 'Beachfront', 'Free WiFi', 'Free parking', 'Family rooms', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
$927
</span>",215 feet²,"['Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",
Iphimedeia Luxury Hotel & Suites,"Saint George Airport Road, Naxos Chora, 84300, Greece",9.6Exceptional 192 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Room service', 'Free WiFi', 'Family rooms', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
$862
</span>",269 feet²,['Pets\n\n\nPets are not allowed.'],
Kouros,"Main Street, Apollon, 84301, Greece",8.7Excellent 155 reviews,"['Non-smoking rooms', 'Free parking', 'Facilities for disabled guests', 'Free WiFi', 'Beachfront', 'Bar']","<span class=""bui-u-sr-only"">
Price
$322
</span>",205 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
9 Muses Naxos Beach hotel,"Kastraki Beach, Kastraki, 84300, Greece",9.1Wonderful 45 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Room service', 'Beachfront', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
BZD 1,955
Current price
BZD 1,662
</span>",37 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",4
Hotel Naxos Beach,"Agios Georgios Beach, Naxos Chora, 84300, Greece",8.1Very Good 315 reviews,"['Outdoor swimming pool', 'Free parking', 'Non-smoking rooms', 'Restaurant', 'Room service', 'Beachfront', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
US$670
Current price
US$617
</span>",15 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],2
Camara Hotel,"Main Street, Agios Prokopios, 84302, Greece",8.7Excellent 132 reviews,"['Non-smoking rooms', 'Free parking', 'Room service', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
DKK 4,636
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],2
Naxos Summerland resort,"Beach, Kastraki, 84300, Greece",8.7Excellent 195 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Facilities for disabled guests', 'Restaurant', 'Room service', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
CAD 959
Current price
CAD 882
</span>",24 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are allowed. Charges may apply.']",3
Nastasia Village,"Main Street, Naxos Chora, 84300, Greece",9.2Wonderful 242 reviews,"['Airport shuttle', 'Non-smoking rooms', 'Facilities for disabled guests', 'Room service', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Original price
£861
Current price
£793
</span>",194 feet²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",2
Depis castle Renata luxury apartments,"Χώρα Νάξου, Naxos Chora, 84300, Greece",8.6Excellent 204 reviews,"['Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$832
</span>",183 feet²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Something Else,"Agia Anna, Agia Anna Naxos, 84300, Greece",8.2Very Good 214 reviews,"['3 swimming pools', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$579
</span>",538 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Alkyoni Beach Hotel,"Agios Georgios, Naxos Chora, 84300, Greece",8.6Excellent 246 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Free parking', 'Restaurant', 'Beachfront', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 1,343
</span>",25 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],4
Villa veranda,"Πλακα, Plaka, 84300, Greece",8.5Very Good 48 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Beachfront']","<span class=""bui-u-sr-only"">
Price
$1,581
</span>",248 feet²,['Pets\n\n\nPets are not allowed.'],
Apricot and Sea Luxury Villas,"Mikri Vigla, Mikri Vigla, 84302, Greece",9.6Exceptional 114 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle (free)', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$1,689
</span>",915 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Naxos Village hotel,"Χώρα Νάξου, Naxos Chora, 84300, Greece",9.5Exceptional 91 reviews,"['Non-smoking rooms', 'Free WiFi', 'Free parking', 'Family rooms', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$ 237,582
</span>",27 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",3
BURGOS BARRIO,"Burgos old town naxos, Naxos Chora, 84300, Greece",9.2Wonderful 361 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$590
</span>",172 feet²,['Pets\n\n\nPets are allowed. Charges may apply.'],
Vouno Luxury Villas,"Glinado, Naxos, Glinado Naxos, 84300, Greece",9.8Exceptional 9 reviews,"['Non-smoking rooms', 'Free WiFi', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
$2,172
Current price
$1,694
</span>",1292 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Kamvas Deluxe Apartments,"Ανδρέα Παπανδρέου, Naxos Chora, 84300, Greece",9.5Exceptional 20 reviews,"['Free WiFi', 'Non-smoking rooms', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 1,600
Current price
€ 1,472
</span>",60 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
Dimitra Hotel,"Main Street, Agios Prokopios, 84300, Greece",9.7Exceptional 162 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Room service', 'Free WiFi', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$1,115
</span>",,['Pets\n\n\nPets are not allowed.'],
Keti Kapri,"Plaka Naxou, Plaka, 84300, Greece",8.6Excellent 93 reviews,"['Non-smoking rooms', 'Airport shuttle (free)', 'Free WiFi', 'Restaurant', 'Free parking', 'Family rooms', 'Room service', 'Beachfront', 'Tea/Coffee Maker in All Rooms']","<span class=""bui-u-sr-only"">
Original price
€ 700
Current price
€ 644
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],
Aegeon Hotel,"Agios Georgios Beach, Naxos Chora, 84300, Greece",8.6Excellent 227 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Fitness center', 'Room service', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
$644
</span>",301 feet²,['Pets\n\n\nPets are not allowed.'],
Naxos Holidays,"Main Street, Naxos Chora, 84300, Greece",7.7Good 52 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Room service', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
$462
</span>",269 feet²,['Pets\n\n\nPets are not allowed.'],
Lygdamis Hotel,"Chora, Naxos Chora, 84300, Greece",8.4Very Good 314 reviews,"['Non-smoking rooms', 'Free WiFi', 'Airport shuttle', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
TL 29,575
Current price
TL 25,139
</span>",30 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Studios Kapsali,"Panagia Galini, Galini, 84300, Greece",9.6Exceptional 33 reviews,"['Non-smoking rooms', 'Free WiFi', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 465
Current price
€ 385
</span>",30 m²,['Pets\n\n\nPets are not allowed.'],3
Depis village kastraki naxos,"kastraki naxos 1, Kastraki, 84301, Greece",8.9Excellent 46 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$1,207
</span>",646 feet²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Mariet Naxos Spa & Suites,"Μπούργος, Χώρα Νάξου, Naxos Chora, 84300, Greece",9.8Exceptional 50 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle (free)', 'Free WiFi', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$1,158
</span>",323 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",
Irida Luxury Apartments,"Kastraki, Kastraki, 84300, Greece",9.4Wonderful 243 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Airport shuttle', 'Non-smoking rooms', 'Free parking', 'Room service', 'Family rooms', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 1,643
</span>",55 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",3
Dilino Hotel Studios,"Main Street, Agios Prokopios, 84300, Greece",7.9Good 152 reviews,"['Outdoor swimming pool', 'Free parking', 'Free WiFi', 'Family rooms', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
PKR 165,413
</span>",25 m²,['Pets\n\n\nPets are not allowed.'],1
Petros Studios & Suites,"Agiou Polukarpou, Naxos Chora, 84300, Greece",9.2Wonderful 109 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
CAD 901
</span>",20 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Surfer Studios,"Mikri Vigla, Mikri Vigla, 84300, Greece",9.0Wonderful 61 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
R$ 1,994
</span>",18 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",3
Sun and Moon Villas,"Pyrgaki, Aliko Beach, 84300, Greece",8.6Excellent 99 reviews,"['Outdoor swimming pool', 'Free parking', 'Non-smoking rooms', 'Room service', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
₹ 98,106
</span>",25 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Golden Bay,"Agios Prokopios, Agios Prokopios, 84300, Greece",9.1Wonderful 89 reviews,"['Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
£505
</span>",269 feet²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",3
Kastraki Dunes,"Kastraki, Kastraki, 84302, Greece",9.0Wonderful 87 reviews,"['Free parking', 'Non-smoking rooms', 'Airport shuttle', 'Beachfront', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
₹ 88,284
Current price
₹ 81,222
</span>",18 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Aegean Palace,"Plaka Beach, Plaka, 84300, Greece",8.5Very Good 204 reviews,"['2 swimming pools', 'Free parking', 'Non-smoking rooms', 'Airport shuttle (free)', 'Room service', 'Restaurant', 'Beachfront', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
₹ 110,649
</span>",27 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],4
George Studios,"Saint George Beach, Naxos Chora, 84300, Greece",8.7Excellent 171 reviews,"['Non-smoking rooms', 'Parking', 'Free WiFi', 'Beachfront', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$670
</span>",215 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",
simos luxury apartments,"Naxos, Naxos Chora, 84300, Greece",7.8Good 312 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$531
</span>",194 feet²,"['Smoking\n\nSmoking is not allowed.', 'Quiet hours\n\n\nGuests need be quiet between 10:00 PM and 9:00 AM.', 'Pets\n\n\nPets are not allowed.']",
Dreamcatcher of Zeus,"φιλωτι ναξου, Filótion, 84302, Greece",9.6Exceptional 71 reviews,"['Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
AED 2,955
</span>",29 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Almi of Naxos,"Λεωφόρος Νάξου Εγγαρών, Naxos Chora, 84300, Greece",9.7Exceptional 34 reviews,"['Free parking', 'Non-smoking rooms', 'Airport shuttle (free)', 'Free WiFi', 'Family rooms', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
₹ 111,238
</span>",72 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",4
Villa Adriana Hotel,"Main Street, Agios Prokopios, 84300, Greece",9.1Wonderful 242 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Family rooms', 'Free parking', 'Non-smoking rooms', 'Tea/Coffee Maker in All Rooms', 'Exceptional Breakfast']",,,['Pets\n\n\nPets are not allowed.'],
Korali Garden,"Agios Georgios, Naxos Chora, 84300, Greece",8.8Excellent 190 reviews,"['Free WiFi', 'Airport shuttle (free)', 'Non-smoking rooms', 'Facilities for disabled guests', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 588
Current price
€ 541
</span>",38 m²,['Pets\n\n\nPets are not allowed.'],3
Melidron Hotel & Suites,"Άγιος Προκόπιος, Agios Prokopios, 84300, Greece",9.1Wonderful 209 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Airport shuttle', 'Fitness center', 'Facilities for disabled guests', 'Restaurant', 'Room service', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
€ 1,393
Current price
€ 1,282
</span>",29 m²,['Pets\n\n\nPets are not allowed.'],3
Studios Stratos,"Potamias, Naxos Chora, 84300, Greece",8.6Excellent 242 reviews,"['Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$483
</span>",237 feet²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",
