name,location,reviews,facilities,price,size,rules,stars
Mayu Suites,"Pyrgos Kallistis, Pyrgos, 84700, Greece",9.7Exceptional 3 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Family rooms', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
CAD 1,537
Current price
CAD 1,352
</span>",35 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
royalty suites santorini,"Santorini - Thirasia, Fira, 84700, Greece",,['Free WiFi'],"<span class=""bui-u-sr-only"">
Original price
€ 4,140
Current price
€ 3,312
</span>",21 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Aspalathos Suites,"Akrotiri, Akrotiri, 84700, Greece",9.3Wonderful 49 reviews,"['Airport shuttle', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 1,282
Current price
€ 1,090
</span>",58 m²,['Pets\n\n\nPets are not allowed.'],3
Zolfo Antico Beach Apartment Perissa,"Περισσα Σαντορινη, Perissa, 84703, Greece",9.4Wonderful 11 reviews,"['Free parking', 'Beachfront', 'Free WiFi', 'Airport shuttle', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
US$425
</span>",30 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Lucy's Home,"emporeio thiras, Emporio Santorini, 84703, Greece",,"['Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
CAD 667
Current price
CAD 600
</span>",27 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
fira cityliv rooms,"fira center, Fira, 84700, Greece",,"['Free WiFi', 'Terrace']","<span class=""bui-u-sr-only"">
Original price
¥268,396
Current price
¥229,479
</span>",22 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Lena Caves,"Finikia, Foinikiá, 84702, Greece",,"['Non-smoking rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
$962
</span>",538 feet²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",
Bioclimatic Cave House Santorini,"Vothonas Santorini, Vóthon, 84700, Greece",9.3Wonderful 16 reviews,"['Airport shuttle', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
CAD 1,044
</span>",85 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",
Blue Canvas,"Perissa Beach, Perissa, 84703, Greece",9.0Wonderful 2 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Beachfront', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$1,832
</span>",1346 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Kelly's Villas,"astra square imerovigli, Imerovigli, 84700, Greece",3.0Poor 1 review,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Terrace']","<span class=""bui-u-sr-only"">
Price
$980
</span>",344 feet²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],
The Vine Suites,"Βουρβούλος, Vourvoulos, 84700, Greece",,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$687
</span>",377 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",
Low Cost Basement Rooms,"Exo Katikies, Fira, 84700, Greece",10Exceptional 4 reviews,"['Non-smoking rooms', 'Airport shuttle']","<span class=""bui-u-sr-only"">
Original price
UAH 19,501
Current price
UAH 15,601
</span>",,['Pets\n\n\nPets are not allowed.'],
VI STA FINIKIAS VILLA,"ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΣΑΝΤΟΡΙΝΗ, Oia, 84702, Greece",8.8Excellent 25 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Terrace']","<span class=""bui-u-sr-only"">
Price
$1,043
</span>",753 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Fira Veronica Rooms,"Fira - Imerovigli st., Imerovigli, 84700, Greece",10Exceptional 1 review,['Airport shuttle'],"<span class=""bui-u-sr-only"">
Original price
€ 504
Current price
€ 489
</span>",15 m²,['Pets\n\n\nPets are not allowed.'],
Santa Magia,"Kamari , Kamari, 84700, Greece",8.2Very Good 137 reviews,"['Outdoor swimming pool', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
€ 340
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],3
"Stella's place, Vlichada","Vlychada, Vlychada, 84703, Greece",7.6Good 34 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Restaurant', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
CAD 893
Current price
CAD 759
</span>",16 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],3
Kastelli88,"Prygos, Santorin, Pyrgos, 84700, Greece",9.3Wonderful 3 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
£1,055
</span>",1399 feet²,['Pets\n\n\nPets are not allowed.'],3
5bedroom villa in perissa beach,"perissa santtorini greece, Perissa, 84703, Greece",8.9Excellent 7 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Family rooms', 'Free parking', 'Non-smoking rooms']",,,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 5:00 AM.', 'Pets\n\n\nPets are not allowed.']",
