name,location,reviews,facilities,price,size,rules,stars
"Allaya,Panormos villa private pool","μυκονος, Mykonos, 85600, Greece",9.2Wonderful 9 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Free parking', 'Family rooms', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
CAD 4,579
</span>",160 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 12:00 AM and 10:00 AM.', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",4
Mykonos Waves Beach House & Suites,"Korfos Beach, Ornos, 84600, Greece",9.5Exceptional 172 reviews,"['Outdoor swimming pool', 'Free parking', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Beachfront', 'Free WiFi', 'Family rooms', 'Private beach area', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
₹ 131,897
</span>",30 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],4
Sunset 7.59,"Eparchiaki Odos Mikonou, Mikonos, 84600, Greece",8.0Very Good 90 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$768
</span>",484 feet²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],
Sea Wind Apartments,"Agios Stefanos Area, behind Alkistis hotel, Agios Stefanos, 84600, Greece",9.4Wonderful 174 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Beachfront', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$870
</span>",258 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are not allowed.']",
Marina Sunset View Mykonos,"Old port Tagoo Kaminaki, Mikonos, 84600, Greece",10Exceptional 1 review,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms']","<span class=""bui-u-sr-only"">
Price
6,702 zł
</span>",19 m²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],
Petasos Beach Resort & Spa - Small Luxury Hotels of the World,"84600, Platis Gialos, 84600, Greece",8.9Excellent 204 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Spa', 'Non-smoking rooms', 'Fitness center', 'Room service', 'Free parking', 'Free WiFi', 'Bar', 'Private beach area']","<span class=""bui-u-sr-only"">
Price
PKR 620,700
</span>",25 m²,['Pets\n\n\nPets are not allowed.'],4
KLIDON Dreamy Living Suites,"Vrisi, Mikonos, 84600, Greece",9.8Exceptional 114 reviews,"['Airport shuttle', 'Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Original price
RUB 131,623
Current price
RUB 105,298
</span>",35 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
Mykonos Panormos Villas,"Panormos Mykonos, Mykonos, 84600, Greece",7.4Good 42 reviews,"['Outdoor swimming pool', 'Beachfront', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Room service', 'Airport shuttle', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$ 1,505,208
</span>",35 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],3
Villa Ananta Mykonos,"Aleomandra ornos, Mikonos, Greece",9.1Wonderful 9 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Airport shuttle', 'Free parking', 'Non-smoking rooms', '24-hour front desk', 'Bar']",,,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",
Ocean Inn,"Mylos Kokkinou, Mikonos, 84600, Greece",,"['Outdoor swimming pool', 'Airport shuttle (free)', 'Free WiFi', 'Non-smoking rooms', 'Free parking', 'Room service', 'Restaurant', '24-hour front desk', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 6,300
</span>",40 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Nasta Villa & Suites Intentional Living Mykonos,"Panormos, Mykonos, Mikonos, 84600, Greece",10Exceptional 7 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Fitness center', 'Airport shuttle', 'Facilities for disabled guests', 'Restaurant', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 2,580
Current price
€ 1,703
</span>",42 m²,['Pets\n\n\nPets are not allowed.'],
Mykonos Double Luxury Mini Suites - Adults only,"ΑΝΩ ΜΕΡΑ, Ano Mera, 84600, Greece",9.3Wonderful 166 reviews,"['Airport shuttle', 'Free WiFi', 'Non-smoking rooms', 'Free parking']","<span class=""bui-u-sr-only"">
Original price
€ 859
Current price
€ 790
</span>",25 m²,['Pets\n\n\nPets are not allowed.'],3
The George Villas Mykonos with Private Pool & Town Proximity,"Laggatha, Mykonos, Mikonos, 84600, Greece",9.1Wonderful 7 reviews,"['2 swimming pools', 'Free parking', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Family rooms', '24-hour front desk']","<span class=""bui-u-sr-only"">
Price
AUD 4,277
</span>",100 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
Paolas Τown Boutique Hotel,"Mykonos City, Mikonos, 84600, Greece",7.9Good 487 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Room service', 'Free WiFi', 'Airport shuttle', 'Family rooms', '24-hour front desk', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
₹ 158,055
Current price
₹ 145,411
</span>",25 m²,['Pets\n\n\nPets are not allowed.'],4
Kouros Hotel & Suites,"Main Street, Mikonos, 84600, Greece",8.3Very Good 145 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Fitness center', 'Spa', 'Room service', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$2,175
</span>",291 feet²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],
Sofos Suites Mykonos,"ΑΝΩ ΜΕΡΑ, Ano Mera, 84600, Greece",9.8Exceptional 29 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Room service', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
CAD 1,101
Current price
CAD 1,013
</span>",27 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
Riva Suites,"Palio Limani Mykonou, Mikonos, 84600, Greece",9.2Wonderful 129 reviews,"['Free WiFi', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Free parking']","<span class=""bui-u-sr-only"">
Original price
€ 3,859
Current price
€ 3,280
</span>",50 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 12:00 AM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",4
Esperides,"Main Street, Platis Gialos, 84600, Greece",9.6Exceptional 478 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
COP 3,393,840
</span>",23 m²,['Pets\n\n\nPets are not allowed.'],4
White Stone Mykonos,"Κορφος Μυκονος, Agios Ioannis Mykonos, 84600, Greece",9.5Exceptional 2 reviews,"['Outdoor swimming pool', 'Free parking', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Restaurant', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms']","<span class=""bui-u-sr-only"">
Price
₹ 279,419
</span>",98 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Sharm Hotel Mykonos,"Amygdalidi, Mikonos, 84600, Greece",,"['Outdoor swimming pool', 'Airport shuttle', 'Free WiFi', 'Fitness center', 'Non-smoking rooms', 'Facilities for disabled guests', 'Free parking', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 1,955
</span>",20 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],4
Lakka Apartments in Chora,"Lakka, Mikonos, 84600, Greece",,"['Free WiFi', 'Non-smoking rooms', 'Airport shuttle']","<span class=""bui-u-sr-only"">
Original price
€ 620
Current price
€ 577
</span>",45 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",3
Queen Boutique Suites,"Mykonos Airport, Mikonos, 84600, Greece",9.3Wonderful 169 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 1,159
Current price
€ 985
</span>",45 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",4
Relaxing Mykonos,"Ano mera, Ano Mera, 84600, Greece",9.0Wonderful 1 review,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
CAD 2,319
</span>",140 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 10:00 PM and 8:00 PM.', 'Pets\n\n\nPets are not allowed.']",4
Yakinthos Residence,"Panormos, Mykonos, 84600, Greece",9.0Wonderful 79 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Room service', 'Free WiFi', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$722
</span>",377 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",
Asimina,"Tourlos, Tourlos, 84600, Greece",8.8Excellent 181 reviews,"['Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
AED 2,584
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],3
Panoramic View Mykonos,"Agios Stephanos, Mikonos, 84600, Greece",,['Free WiFi'],"<span class=""bui-u-sr-only"">
Price
CAD 1,878
</span>",105 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Agia Anna on the beach,"Agia Anna, Paraga, 84600, Greece",9.0Wonderful 86 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Spa', 'Free parking', 'Room service', 'Restaurant', 'Free WiFi', 'Beachfront', 'Bar', 'Private beach area']","<span class=""bui-u-sr-only"">
Price
CAD 1,275
</span>",17 m²,['Pets\n\n\nPets are not allowed.'],
Muro Suites,"Mykonos, Ornos, 84600, Greece",9.5Exceptional 40 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
CAD 2,493
</span>",40 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
Edem Garden Residence,"Platis Yialos, Platis Gialos, 84600, Greece",9.2Wonderful 38 reviews,"['Airport shuttle (free)', 'Non-smoking rooms', 'Room service', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 782
Current price
€ 626
</span>",26 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",3
Le Ciel Suites & Villas,"Glastros, Mikonos, 84600, Greece",9.7Exceptional 7 reviews,"['Outdoor swimming pool', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 8,000
</span>",,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Anemones Sea View,"Αγιος Βασιλειος Μυκονος, Mikonos, 84600, Greece",8.0Very Good 149 reviews,"['Airport shuttle', 'Free WiFi', 'Non-smoking rooms']","<span class=""bui-u-sr-only"">
Price
€ 832
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Villa Evi Mykonos,"Mykonos City , Mikonos, 84600, Greece",9.2Wonderful 101 reviews,"['Outdoor swimming pool', 'Free parking', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Room service']","<span class=""bui-u-sr-only"">
Price
AUD 1,664
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",4
Mykonos Unique Apartment,"Epar.Od. Mikonou-Ano Merias, Mikonos, 84600, Greece",8.5Very Good 226 reviews,"['Free WiFi', 'Non-smoking rooms', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
€ 562
</span>",16 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Naxos blue dream villa with pool,"Αγια Αννα, Agia Anna, 84300, Greece",,"['Swimming pool', 'Free parking', 'Non-smoking rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Original price
BDT 99,411
Current price
BDT 91,458
</span>",79 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
"Armonia lovely guesthouse, close to Mykonos town","Epar.Od. Ormou Agiou Ioanni-Agiou Stefanou, Dexamenes, 84600, Greece",7.7Good 15 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
RUB 121,290
</span>",90 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Maria Elena - Suite Home,"rohari area, Mikonos, 84600, Greece",9.4Wonderful 55 reviews,"['Free WiFi', 'Non-smoking rooms', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
€ 1,120
</span>",15 m²,['Pets\n\n\nPets are not allowed.'],1
Epic Mykonos,"DESPOTIKA MYKONOS, Mikonos, 84600, Greece",9.0Wonderful 201 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
HUF 768,250
</span>",29 m²,['Pets\n\n\nPets are not allowed.'],3
Royal Myconian - Leading Hotels of the World,"Main Street, Elia Beach, 84600, Greece",8.7Excellent 174 reviews,"['Outdoor swimming pool', 'Spa', 'Non-smoking rooms', 'Fitness center', 'Airport shuttle', 'Beachfront', 'Room service', 'Bar', 'Private beach area', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 1,805
</span>",28 m²,['Pets\n\n\nPets are not allowed.'],5
Anemones Sea View,"Αγιος Βασιλειος Μυκονος, Mikonos, 84600, Greece",8.0Very Good 149 reviews,"['Free WiFi', 'Non-smoking rooms', 'Airport shuttle']","<span class=""bui-u-sr-only"">
Original price
€ 832
Current price
€ 765
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Villa Evi Mykonos,"Mykonos City , Mikonos, 84600, Greece",9.2Wonderful 101 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Room service', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
RUB 87,287
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",4
Levantes House Mykonos,"Eparchiaki Odos Mikonou-Ano Merias, Ano Mera, 84600, Greece",9.8Exceptional 41 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
CAD 1,101
</span>",33 m²,['Pets\n\n\nPets are not allowed.'],3
Mykonos Unique Apartment,"Epar.Od. Mikonou-Ano Merias, Mikonos, 84600, Greece",8.5Very Good 226 reviews,"['Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
US$597
</span>",16 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Yakinthos Residence,"Panormos, Mykonos, 84600, Greece",9.0Wonderful 79 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Room service', 'Free WiFi', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$722
</span>",377 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",
Naxos blue dream villa with pool,"Αγια Αννα, Agia Anna, 84300, Greece",,"['Swimming pool', 'Non-smoking rooms', 'Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
$927
</span>",850 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
"Armonia lovely guesthouse, close to Mykonos town","Epar.Od. Ormou Agiou Ioanni-Agiou Stefanou, Dexamenes, 84600, Greece",7.7Good 15 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
£1,449
</span>",969 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
