name,location,stars,amount_conv,Rating,NumReviews,Airport,Pool,Breakfast,Family_Rooms,Parking,Restaurant,size_m2,Pets,Month,Location
Saint John Oia-Local Host Private Pool Villas,"Oia Santorini, Oia, 84702, Greece",5.0,5098.0,10,64 ,True,True,True,False,True,False,60.0,False,August,Santoniri
Timedrops Santorini Villas,"Emporeio, Emporio Santorini, 84703, Greece",4.0,991.6666666666667,9.0,82 ,True,False,False,False,True,False,50.0,False,August,Santoniri
"Magma Resort Santorini, In The Unbound Collection By Hyatt","Vourvoulos, Vourvoulos, 84700, Greece",,2846.7289719626165,9.2,48 ,True,False,True,False,True,False,30.0,False,August,Santoniri
North Santorini - A Luxury Spa Hotel,"Periferiakos Pyrgou, Pyrgos, 84701, Greece",,6225.233644859813,9.3,359 ,True,True,True,False,False,True,99.0,False,August,Santoniri
"Santorini Sky, Luxury Resort","Pyrgos - Santorini, Pyrgos, 84700, Greece",4.0,3450.0,9.9,399 ,True,False,True,False,True,False,30.0,True,August,Santoniri
Veggera Beach Hotel,"Main Street, Perissa, 84 703, Greece",,1002.8037383177569,8.0, 455 ,True,True,False,False,True,True,24.0,False,August,Santoniri
Fertimo Suites by Karpimo,"Exo Gonia, Éxo Goniá, 84700, Greece",4.0,2178.5714285714284,9.4,130 ,True,False,True,True,True,False,45.0,False,August,Santoniri
Sweet Pop,"Main Street, Fira, 84700, Greece",,1202.803738317757,9.1,926 ,True,True,False,False,False,False,17.0,False,August,Santoniri
Karpimo Suites,"Exo Gonia, Santorini, Éxo Goniá, 84700, Greece",4.0,3676.7441860465115,9.5,8 ,True,True,False,False,True,False,90.0,True,August,Santoniri
Kastro Oia Houses,"Oia, Oia, 84702, Greece",4.0,2521.4766714766715,9.1,271 ,True,False,False,False,True,True,60.0,False,August,Santoniri
Ducato Wine Village,"Megalochori, Megalochori, 84700, Greece",3.0,2253.472222222222,9.0,152 ,True,False,True,True,True,False,70.0,False,August,Santoniri
Gianna Suites,"Main Street, Fira, 84700, Greece",3.0,1218.0,8.4, 810 ,True,True,True,True,False,False,18.0,False,August,Santoniri
Exi Castle Suites,"Emporio Emporio, Emporio Santorini, 84703, Greece",3.0,1072.2222222222222,9.1,117 ,False,False,False,False,False,False,20.0,False,August,Santoniri
Langas Villas,"Imerovigli, Imerovigli, 847 00, Greece",4.0,2183.4676490904903,9.4,263 ,True,True,True,True,True,False,40.0,False,August,Santoniri
Damigos Caldera World,"Firostefani, Firostefani, 84700, Greece",,2591.588785046729,10,6 ,True,False,True,False,False,False,35.0,False,August,Santoniri
Altana Cliffside Villas,"Caldera,Imerovigli, Imerovigli, 84700, Greece",4.0,3543.0,9.6,75 ,False,False,True,True,True,False,55.0,False,August,Santoniri
Noūs Santorini,"Eparchiaki Odos Firon-Ormou Perissis, Mesaria, 84700, Greece",5.0,1976.5624999999998,9.3,28 ,False,True,False,True,True,True,25.0,False,August,Santoniri
Aeon Suites - Adults Only,"1 Pyrgos, Pyrgos, 84700, Greece",4.0,1707.0,9.6,295 ,True,True,True,False,False,True,35.0,False,August,Santoniri
Family Villages Santorini,"Santorini Vlychada, Vlychada Beach, 84703, Greece",3.0,1291.183879093199,9.1,250 ,True,True,False,True,True,True,30.0,False,August,Santoniri
Amaya Selection of Villas,"Oia, Oia, 84701, Greece",,3820.560747663551,9.2,316 ,True,False,True,True,True,False,49.0,True,August,Santoniri
May Seven Suites - Adults Only,"Eparchiaki Odos Firon-Ormou Perissis, Megalochori, 84703, Greece",4.0,1780.0,8.8,214 ,True,True,False,False,True,False,28.0,False,August,Santoniri
Nano Oia Villas,"Οία, Oia, 84702, Greece",4.0,5580.451127819549,9.3,81 ,True,False,True,True,False,False,50.0,False,August,Santoniri
Virginia's Cave Villas,"Oia, Oia, 84702, Greece",4.0,3425.0,9.4,271 ,True,False,False,False,False,False,60.0,False,August,Santoniri
June Twenty Suites,"1 Karteados, Karterados, 84700, Greece",4.0,1744.0,8.7,135 ,True,True,False,True,True,False,45.0,False,August,Santoniri
