name,location,reviews,facilities,price,size,rules,stars
STAY Rhodes Hotel,"10 Plateia Gavriil Charitou, Rhodes Town, 85100, Greece",8.5Very Good 903 reviews,"['Non-smoking rooms', 'Free parking', 'Beachfront', 'Free WiFi', 'Restaurant', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
RUB 54,702
</span>",,['Pets\n\n\nPets are not allowed.'],3
Labranda Kiotari Miraluna Resort,"Kiotari, Kiotari, 85109, Greece",7.9Good 558 reviews,"['2 swimming pools', 'Spa', 'Fitness center', 'Non-smoking rooms', 'Beachfront', 'Facilities for disabled guests', 'Free parking', 'Restaurant', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
€ 1,687
</span>",25 m²,['Pets\n\n\nPets are not allowed.'],4
Olive Garden Hotel,"Lardos, Lartos, 85109, Greece",7.8Good 350 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Non-smoking rooms', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
4,973 zł
Current price
4,582 zł
</span>",,['Pets\n\n\nPets are not allowed.'],4
Atlantica Dreams Resort,"Gennadi, Gennadi, 85109, Greece",9.4Wonderful 108 reviews,"['Non-smoking rooms', 'Spa', 'Fitness center', 'Facilities for disabled guests', 'Free parking', 'Restaurant', 'Free WiFi', 'Bar', 'Private beach area', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
CAD 4,703
</span>",29 m²,['Pets\n\n\nPets are not allowed.'],5
Rhodes Bay Hotel & Spa,"100 Iraklidon Avenue, Ixia, 85101, Greece",8.3Very Good 380 reviews,"['2 swimming pools', 'Free WiFi', 'Family rooms', 'Free parking', 'Spa', 'Non-smoking rooms', 'Fitness center', 'Bar', 'Private beach area', 'Very Good Breakfast']",,,['Pets\n\n\nPets are not allowed.'],
Summer View,"Theologos, Theologos, 85106, Greece",8.5Very Good 291 reviews,"['Outdoor swimming pool', 'Free parking', 'Restaurant', 'Free WiFi', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 557
Current price
€ 512
</span>",31 m²,['Pets\n\n\nPets are not allowed.'],2
KRESTEN ROYAL Euphoria Resort,"6th km Rhodes -Kalithea Ave., Kallithea Rhodes, 85100, Greece",8.4Very Good 201 reviews,"['2 swimming pools', 'Non-smoking rooms', 'Spa', 'Free parking', 'Airport shuttle', 'Fitness center', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Private beach area', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
¥323,551
Current price
¥307,374
</span>",34 m²,['Pets\n\n\nPets are not allowed.'],5
Trees Art Hotel,"Apolloniou Rodiou 23, Ialysos, 85101, Greece",9.0Wonderful 16 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Room service', 'Free WiFi', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$689
</span>",205 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Rhodian Sun Hotel,"Main Street, Paradisi, 85106, Greece",8.2Very Good 255 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Airport shuttle (free)', 'Facilities for disabled guests', 'Restaurant', 'Free parking', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 489
Current price
€ 451
</span>",28 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],3
Best Western Plus Hotel Plaza,"Ierou Lochou Str., Rhodes Town, 85100, Greece","8.6Excellent 2,333 reviews","['Outdoor swimming pool', 'Non-smoking rooms', 'Room service', 'Restaurant', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
₹ 116,535
Current price
₹ 107,212
</span>",25 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],4
Kolymbia Village,"Ethniki Odos Rodou Lindou EO Rodou Lindou, Kolympia 851 03, Kolymbia, 85103, Greece",9.0Wonderful 319 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$1,963
</span>",861 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Best Western Plus Hotel Plaza,"Ierou Lochou Str., Rhodes Town, 85100, Greece","8.6Excellent 2,333 reviews","['Outdoor swimming pool', 'Non-smoking rooms', 'Room service', 'Restaurant', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
AED 5,200
</span>",25 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],4
Island Sea Side Hotel,"57 Orfanidou, Rhodes Town, 85100, Greece",10Exceptional 2 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Private Parking', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
£923
Current price
£738
</span>",215 feet²,['Pets\n\n\nPets are not allowed.'],
D'Andrea Mare Beach Hotel,"Timokreontos End Street, Ialysos, 85101, Greece",8.7Excellent 360 reviews,"['2 swimming pools', 'Free parking', 'Non-smoking rooms', 'Fitness center', 'Spa', 'Restaurant', 'Free WiFi', 'Facilities for disabled guests', 'Bar', 'Private beach area']","<span class=""bui-u-sr-only"">
Price
NGN 969,020
</span>",28 m²,['Pets\n\n\nPets are not allowed.'],4
Delfinia Resort - All Inclusive,"Main Street, Kolymbia, 85103, Greece",7.9Good 950 reviews,"['4 swimming pools', 'Fitness center', 'Non-smoking rooms', 'Airport shuttle', 'Restaurant', 'Facilities for disabled guests', 'Free parking', 'Free WiFi', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 2,412
Current price
€ 1,454
</span>",17 m²,['Pets\n\n\nPets are not allowed.'],4
Sheraton Rhodes Resort,"Ialyssos Avenue, Ixia, 85100, Greece",8.3Very Good 588 reviews,"['3 swimming pools', 'Non-smoking rooms', 'Spa', 'Fitness center', 'Room service', 'Facilities for disabled guests', 'Restaurant', 'Bar', 'Private beach area', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$2,125
</span>",355 feet²,['Pets\n\n\nPets are not allowed.'],
Dias Studios & Suites,"Main Street, Faliraki, 85105, Greece",8.7Excellent 599 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
$586
</span>",269 feet²,['Pets\n\n\nPets are not allowed.'],
Dionysos Hotel,"Iliadon Str., Ixia, 85100, Greece",8.2Very Good 476 reviews,"['3 swimming pools', 'Non-smoking rooms', 'Restaurant', 'Room service', 'Free parking', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
€ 1,968
Current price
€ 1,871
</span>",60 m²,['Pets\n\n\nPets are not allowed.'],4
The Ixian Grand & All Suites - Adults Only Hotel,"Ixia Beach, Ixia, 85101, Greece",8.7Excellent 606 reviews,"['3 swimming pools', 'Spa', 'Fitness center', 'Non-smoking rooms', 'Beachfront', 'Room service', 'Free parking', 'Restaurant', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
PEN 12,822
</span>",30 m²,['Pets\n\n\nPets are not allowed.'],5
STAY Rhodes Hostel,"Lochagou Fanouraki 19-21, Rhodes Town, 85100, Greece",8.8Excellent 729 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Fitness center', 'Free parking', 'Restaurant', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
CAD 594
</span>",16 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],
Blue Horizon,"Ferenikis - Beach Of Ialyssos, Ialysos, 85101, Greece",8.3Very Good 215 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Private Parking', 'Restaurant', 'Beachfront', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$1,100
</span>",237 feet²,['Pets\n\n\nPets are not allowed.'],
N E P center Hotel Rodos,"35 Grigoriou Lampraki grigoriou lampraki rodos 35, Rhodes Town, 85100, Greece",7.8Good 993 reviews,"['Non-smoking rooms', 'Free WiFi', 'Room service', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 516
Current price
€ 475
</span>",22 m²,['Pets\n\n\nPets are not allowed.'],2
BLUE EYES APARTMENTS,"ΤΡΙΟΠΑ 1, ΙΑΛΥΣΟΣ, Ixia, 85101, Greece",9.0Wonderful 267 reviews,"['Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
₪ 2,149
Current price
₪ 1,977
</span>",38 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Villas Duc - Rhodes,"Ialyssos, Ialysos, 85101, Greece",8.6Excellent 212 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Spa', 'Room service', 'Restaurant', 'Free parking', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 873
</span>",40 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Lindos Bay Suites,"Vlyha Beach, Lindos, Rhodes, vlicha, 85107, Greece",7.8Good 6 reviews,"['Outdoor swimming pool', 'Free parking', 'Free WiFi', 'Non-smoking rooms', 'Spa', 'Beachfront', 'Fitness center', 'Restaurant', 'Bar', 'Private beach area']","<span class=""bui-u-sr-only"">
Price
€ 2,664
</span>",34 m²,['Pets\n\n\nPets are not allowed.'],5
Apollo Blue,"Main Street, Faliraki, 85105, Greece",8.7Excellent 304 reviews,"['3 swimming pools', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Fitness center', 'Spa', 'Facilities for disabled guests', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Price
MXN 30,827
</span>",28 m²,['Pets\n\n\nPets are not allowed.'],5
Epsilon Hotel Apartments,"Leoforos Kallitheas , Faliraki, 85100, Greece",8.3Very Good 286 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Fitness center', 'Facilities for disabled guests', 'Free parking', 'Beachfront', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
€ 1,346
Current price
€ 1,106
</span>",48 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",4
Angela Downtown Hotel,"7, 28th Octovriou str., Rhodes Town, 85100, Greece",7.9Good 835 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
$977
Current price
$880
</span>",215 feet²,['Pets\n\n\nPets are not allowed.'],
Maris Lindos Suites & Apartments,"Lindos , Lindos, 85107, Greece",8.7Excellent 195 reviews,"['Non-smoking rooms', 'Free WiFi', 'Airport shuttle', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
PEN 5,461
</span>",34 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Esperos Palace Resort,"Leoforos Kallitheas, Faliraki, 85100, Greece",8.8Excellent 385 reviews,"['3 swimming pools', 'Free WiFi', 'Non-smoking rooms', 'Spa', 'Fitness center', 'Facilities for disabled guests', 'Room service', 'Bar', 'Private beach area', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 1,902
Current price
€ 1,619
</span>",24 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],4
Lefka Hotel & Apartments,"4, Kokkidi street, Rhodes Town, 85100, Greece",8.6Excellent 967 reviews,"['Non-smoking rooms', 'Free parking', 'Room service', 'Restaurant', 'Free WiFi', 'Family rooms', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Original price
$753
Current price
$715
</span>",538 feet²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",
Maritina Apartments,"Sotiros Street 56 Ialyssos Rhodes, Ixia, 85101, Greece",8.8Excellent 232 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
CAD 986
</span>",45 m²,['Pets\n\n\nPets are not allowed.'],3
Meliton Hotel,"Theologos (Rhodes), Theologos, 85106, Greece",8.2Very Good 177 reviews,"['2 swimming pools', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Facilities for disabled guests', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$1,036
</span>",269 feet²,['Pets\n\n\nPets are not allowed.'],
The Perfect Spot Apartments,"31 Θεοδωράκη, Rhodes Town, 85131, Greece",9.3Wonderful 7 reviews,"['Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
CAD 2,243
Current price
CAD 1,794
</span>",33 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Paradise Garden,"Eucalyptus Street, Kolymbia, 85102, Greece",7.9Good 37 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
¥150,991
Current price
¥121,925
</span>",40 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Eco Beach And Magic Garden Hotel,"Gennadi, Gennadi, 85109, Greece",9.0Wonderful 277 reviews,"['Free WiFi', 'Airport shuttle', 'Non-smoking rooms', 'Spa', 'Fitness center', 'Free parking', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Private beach area', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 881
Current price
€ 810
</span>",18 m²,['Pets\n\n\nPets are not allowed.'],
Chrysa Studios,"Main Street, Lindos, 85.107, Greece",8.5Very Good 287 reviews,"['Free WiFi', 'Non-smoking rooms', 'Free parking']","<span class=""bui-u-sr-only"">
Original price
€ 555
Current price
€ 527
</span>",22 m²,['Pets\n\n\nPets are not allowed.'],3
Nirvana Beach Hotel,"Theologos, Theologos, 85106, Greece",8.1Very Good 80 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Room service', 'Restaurant', 'Beachfront', 'Free parking', 'Bar']","<span class=""bui-u-sr-only"">
Original price
€ 598
Current price
€ 551
</span>",21 m²,['Pets\n\n\nPets are not allowed.'],3
Athena Hotel,"27 G. Leon Str., Rhodes Town, 85100, Greece",8.4Very Good 560 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Room service', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Price
£690
</span>",215 feet²,['Pets\n\n\nPets are not allowed.'],3
BLUE EYES APARTMENTS,"ΤΡΙΟΠΑ 1, ΙΑΛΥΣΟΣ, Ixia, 85101, Greece",9.0Wonderful 267 reviews,"['Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
£535
Current price
£494
</span>",409 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Atrium Prestige Thalasso Spa Resort & Villas,"Main Street, Lachania, 85109, Greece",9.6Exceptional 137 reviews,"['2 swimming pools', 'Non-smoking rooms', 'Spa', 'Fitness center', 'Beachfront', 'Room service', 'Facilities for disabled guests', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Private beach area']","<span class=""bui-u-sr-only"">
Price
CAD 2,717
</span>",38 m²,['Pets\n\n\nPets are not allowed.'],5
Hotel Savoy,"Ethelondon Dodekanision 9, Rhodes Town, 85100, Greece","7.5Good 1,051 reviews","['Non-smoking rooms', 'Free WiFi', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 456
Current price
€ 420
</span>",16 m²,['Pets\n\n\nPets are not allowed.'],2
Cactus Hotel,"14 Ko, Rhodes Town, 85100, Greece","8.6Excellent 1,452 reviews","['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Facilities for disabled guests', 'Restaurant', 'Beachfront', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Price
$637
</span>",215 feet²,['Pets\n\n\nPets are not allowed.'],
Esperia City Hotel,"7, G.Griva str., Rhodes Town, 85100, Greece",8.0Very Good 571 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Restaurant', 'Bar']","<span class=""bui-u-sr-only"">
Original price
MXN 19,464
Current price
MXN 15,182
</span>",17 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],3
Oasis Hotel Bungalows Rhodes- All Inclusive,"Afantou, Afantou, 85103, Greece",8.3Very Good 38 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$813
</span>",226 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Villas Duc - Rhodes,"Ialyssos, Ialysos, 85101, Greece",8.6Excellent 212 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Spa', 'Restaurant', 'Room service', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
DKK 6,502
</span>",40 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Ammades All Suites Beach Hotel - Adults Only,"Leoforos Kallitheas, Faliraki, 85100, Greece",9.6Exceptional 28 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Fitness center', 'Free parking', 'Restaurant', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Private beach area', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
CAD 5,285
Current price
CAD 3,435
</span>",39 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],5
Alexander Studios & Suites - Adults Only,"Kathara Beach, Faliraki, 85105, Greece",8.9Excellent 381 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Airport shuttle', 'Free parking']","<span class=""bui-u-sr-only"">
Price
€ 701
</span>",22 m²,['Pets\n\n\nPets are not allowed.'],4
Mercure Rhodes Alexia Hotel & Spa,"54, Orfanidou Str., Rhodes Town, 85100, Greece",8.1Very Good 383 reviews,"['Pool  – outdoor (kids)', 'Non-smoking rooms', 'Fitness center', 'Room service', 'Free parking', 'Free WiFi', 'Spa', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
CAD 1,446
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],4
Mojito Beach Rooms,"Lachania, Lachania, 85109, Greece",8.6Excellent 101 reviews,"['Airport shuttle', 'Non-smoking rooms', 'Beachfront', 'Restaurant', 'Free parking', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Original price
£606
Current price
£558
</span>",248 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Cooks club City Beach Rhodes,"Nikolaou Savva 3, Rhodes Town, 85100, Greece",8.8Excellent 323 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free WiFi', 'Room service', 'Restaurant', 'Beachfront', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
€ 2,040
Current price
€ 1,877
</span>",24 m²,['Pets\n\n\nPets are not allowed.'],5
Mediterranean Hotel,"35-37, Kos Street, Rhodes Town, 85100, Greece",8.4Very Good 821 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Facilities for disabled guests', 'Room service', 'Restaurant', 'Beachfront', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$1,303
</span>",215 feet²,['Pets\n\n\nPets are not allowed.'],
Oktober Downtown Boutique Hotel,"15, 28th Octovriou, Rhodes Town, 85100, Greece",8.3Very Good 649 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free WiFi', 'Airport shuttle', 'Restaurant', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 1,247
Current price
€ 1,123
</span>",19 m²,['Pets\n\n\nPets are not allowed.'],3
Atlantica Holiday Village Rhodes,"Kolymbia, Kolymbia, 85103, Greece",8.7Excellent 57 reviews,"['4 swimming pools', 'Spa', 'Fitness center', 'Non-smoking rooms', 'Restaurant', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
€ 6,396
Current price
€ 5,007
</span>",39 m²,['Pets\n\n\nPets are not allowed.'],5
