name,location,reviews,facilities,price,size,rules,stars
Nimbus My Aktis,"Super Paradise beach, Super Paradise Beach, 84600, Greece",9.3Wonderful 463 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Spa', 'Airport shuttle', 'Fitness center', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Private beach area', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 5,180
</span>",21 m²,['Pets\n\n\nPets are not allowed.'],
Charisma Hotel and Wellness Suites,"Plintri Agios Isidoros, Plintri, 84600, Greece",9.3Wonderful 141 reviews,"['2 swimming pools', 'Non-smoking rooms', 'Spa', 'Airport shuttle (free)', 'Free WiFi', 'Fitness center', 'Facilities for disabled guests', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 3,936
Current price
€ 3,621
</span>",30 m²,['Pets\n\n\nPets are not allowed.'],4
Aeolos Resort,"Road Mykonou-Ano Meras, Mikonos, 48600, Greece","9.6Exceptional 1,285 reviews","['3 swimming pools', 'Non-smoking rooms', 'Free parking', 'Room service', 'Airport shuttle (free)', 'Free WiFi', 'Restaurant', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Original price
COP 16,788,340
Current price
COP 15,613,140
</span>",25 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],4
Kensho Ornos,"Ornos Mykonou , Ornos, 84600, Greece",9.4Wonderful 214 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Free WiFi', 'Spa', 'Free parking', 'Non-smoking rooms', 'Fitness center', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Original price
DZD 816,495
Current price
DZD 694,021
</span>",25 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],5
The Wild by Interni,"Kalafatis, Kalafatis, 84600, Greece",8.8Excellent 503 reviews,"['Outdoor swimming pool', 'Free parking', 'Beachfront', 'Non-smoking rooms', 'Room service', 'Restaurant', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Private beach area', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Price
₹ 333,723
</span>",21 m²,['Pets\n\n\nPets are allowed. Charges may apply.'],5
Agrari Ninemia Hotel Mykonos,"ΑΓΡΑΡΙ, Agrari, 84600, Greece",9.0Wonderful 10 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Room service', 'Restaurant', 'Beachfront', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Price
$3,089
</span>",377 feet²,['Pets\n\n\nPets are not allowed.'],
Pietra e Mare,"Kalo Livadi, Mykonos, Kalo Livadi, 84700, Greece",7.9Good 226 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Non-smoking rooms', 'Restaurant', 'Free parking', 'Free WiFi', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 2,502
Current price
€ 1,841
</span>",30 m²,['Pets\n\n\nPets are not allowed.'],4
Porto Mykonos,"Mykonos City, Mikonos, 84600, Greece",8.6Excellent 411 reviews,"['Free WiFi', 'Airport shuttle', 'Non-smoking rooms', 'Facilities for disabled guests', 'Free parking', 'Room service', 'Restaurant', 'Family rooms', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 2,879
</span>",24 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],4
Destino Pacha Mykonos,"Agrotiki Odos, Agios Stefanos, Agios Stefanos, 84600, Greece",9.2Wonderful 89 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Spa', 'Fitness center', 'Non-smoking rooms', 'Free parking', 'Room service', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 4,864
Current price
€ 4,477
</span>",26 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],5
Aeonic Suites and Spa,"Korfos Ornos, Mikonos, 84600, Greece",9.5Exceptional 318 reviews,"['Outdoor swimming pool', 'Spa', 'Non-smoking rooms', 'Airport shuttle (free)', 'Free WiFi', 'Fitness center', 'Facilities for disabled guests', 'Restaurant', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
€ 8,306
Current price
€ 6,650
</span>",50 m²,['Pets\n\n\nPets are not allowed.'],5
"Radisson Blu Euphoria Resort, Mykonos","Kalo Livadi Mykonos, Kalo Livadi, 84600, Greece",8.8Excellent 222 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Spa', 'Non-smoking rooms', 'Fitness center', 'Room service', 'Free parking', 'Restaurant', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
RUB 281,433
</span>",35 m²,['Pets\n\n\nPets are not allowed.'],5
Nimbus Mykonos,"mykonos ag stefanos, Agios Stefanos, 84600, Greece",9.3Wonderful 418 reviews,"['Outdoor swimming pool', 'Free parking', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Restaurant', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
₹ 444,953
</span>",24 m²,['Pets\n\n\nPets are not allowed.'],
Hotel Alkyon,"Ano Mera - Peripheral Road, Mikonos, 84600, Greece",9.0Wonderful 800 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle (free)', 'Room service', 'Facilities for disabled guests', 'Free WiFi', '24-hour front desk', 'Bar']","<span class=""bui-u-sr-only"">
Price
$2,792
</span>",215 feet²,['Pets\n\n\nPets are not allowed.'],
Venus Myconian Residences,"Lia Beach, Mykonos, Kalafatis, 84600, Greece",9.5Exceptional 208 reviews,"['Non-smoking rooms', 'Beachfront', 'Airport shuttle', 'Free WiFi', 'Facilities for disabled guests', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 1,940
Current price
€ 1,882
</span>",35 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 12:00 AM and 7:00 AM.', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",4
Kamari Hotel,"Main Street, Platis Gialos, 84600, Greece",8.7Excellent 389 reviews,"['Outdoor swimming pool', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
£2,169
</span>",484 feet²,['Pets\n\n\nPets are not allowed.'],3
Villas Kalafatis Apartments,"Kalafatis bay, Kalafatis, 84600, Greece",8.1Very Good 190 reviews,"['Free WiFi', 'Beachfront', 'Airport shuttle', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
€ 1,743
</span>",40 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Deliades Hotel,"Main Street, Ornos, 84500, Greece",8.4Very Good 251 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Fitness center', 'Room service', 'Free parking', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
₪ 21,710
Current price
₪ 14,209
</span>",35 m²,['Pets\n\n\nPets are not allowed.'],4
Mykonos Essence Adults Only,"Ornos, Ornos, 84600, Greece",9.3Wonderful 324 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Room service', 'Restaurant', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Original price
$3,227
Current price
$2,582
</span>",269 feet²,['Pets\n\n\nPets are not allowed.'],
Agnandi Cielo,"Vorna Tourlou, P.O.Bx 417, Tourlos, 84600, Greece",9.5Exceptional 151 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Free WiFi', 'Non-smoking rooms', 'Room service', 'Facilities for disabled guests', 'Restaurant', 'Free parking', 'Family rooms', 'Bar']",,,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 10:00 PM and 10:00 AM.', 'Pets\n\n\nPets are not allowed.']",
Zephyros,"Main Street, Paraga, 84600, Greece",9.3Wonderful 140 reviews,"['Outdoor swimming pool', 'Free parking', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Restaurant', 'Fitness center', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
₹ 296,635
Current price
₹ 272,904
</span>",28 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],3
Mykonia Inn,"Ano Mera 84600 Mykonos, Ano Mera, 84600, Greece",9.5Exceptional 4 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Fitness center', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
CAD 2,102
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],3
Alkistis Beach Hotel - Adults Only,"Agios Stefanos, Agios Stefanos, 84600, Greece",8.4Very Good 556 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Non-smoking rooms', 'Private Parking', 'Beachfront', 'Restaurant', 'Free WiFi', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
7,223 zł
</span>",22 m²,['Pets\n\n\nPets are not allowed.'],3
Grand Beach Hotel,"Megali Ammos, Mikonos, 84600, Greece",8.8Excellent 356 reviews,"['Outdoor swimming pool', 'Free parking', 'Non-smoking rooms', 'Room service', 'Restaurant', 'Free WiFi', '24-hour front desk', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Original price
₹ 217,179
Current price
₹ 189,815
</span>",28 m²,['Pets\n\n\nPets are not allowed.'],4
Rocabella Mykonos Hotel,"Main Street, Agios Stefanos, 84600, Greece",8.5Very Good 155 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Spa', 'Non-smoking rooms', 'Fitness center', 'Room service', 'Free parking', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 7,269
Current price
€ 5,356
</span>",35 m²,['Pets\n\n\nPets are not allowed.'],5
San Marco Hotel and Villas,"Main Street, Houlakia, 84600, Greece",7.3Good 258 reviews,"['Outdoor swimming pool', 'Spa', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Fitness center', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Beachfront', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 2,222
Current price
€ 2,046
</span>",32 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],5
Amazon Suites,"aghios ioannis mykonos, Agios Ioannis Mykonos, 84600, Greece",9.9Exceptional 151 reviews,"['2 swimming pools', 'Spa', 'Airport shuttle', 'Non-smoking rooms', 'Fitness center', 'Room service', 'Restaurant', 'Free parking', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 7,200
</span>",28 m²,['Pets\n\n\nPets are not allowed.'],5
Sea View Residence,"Costa Ilios area, Ornos, 84600, Greece",9.1Wonderful 200 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Non-smoking rooms', 'Room service', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
£2,194
Current price
£1,716
</span>",226 feet²,['Pets\n\n\nPets are not allowed.'],
Lithos by Spyros & Flora,"Agios Ioannis, Agios Ioannis Mykonos, 84600, Greece",9.8Exceptional 359 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Free parking', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Original price
$3,694
Current price
$2,955
</span>",431 feet²,['Pets\n\n\nPets are not allowed.'],
Petinos Beach Hotel,"Beach, Platis Gialos, 84600, Greece",9.0Wonderful 394 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle (free)', 'Spa', 'Fitness center', 'Room service', 'Restaurant', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
MYR 37,860
</span>",50 m²,['Pets\n\n\nPets are not allowed.'],4
Koukoumi Vegan Boutique Hotel,"Ano Mera Mykonos, Ano Mera, 84600, Greece",9.3Wonderful 158 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Room service', 'Facilities for disabled guests', 'Free WiFi', 'Fitness center', 'Bar', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
¥469,150
</span>",34 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],5
Mykonos Double Luxury Mini Suites - Adults only,"ΑΝΩ ΜΕΡΑ, Ano Mera, 84600, Greece",9.3Wonderful 166 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi']","<span class=""bui-u-sr-only"">
Original price
$2,510
Current price
$1,456
</span>",269 feet²,['Pets\n\n\nPets are not allowed.'],
Katikies Mykonos - The Leading Hotels of the World,"Agios Ioannis Mykonos, 84600, Greece",8.8Excellent 89 reviews,"['2 swimming pools', 'Airport shuttle', 'Spa', 'Non-smoking rooms', 'Fitness center', 'Room service', 'Free parking', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 5,390
</span>",25 m²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],5
Hippie Chic Hotel,"Agios Ioannis Mykonos , Agios Ioannis Mykonos, 84600, Greece",8.8Excellent 145 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Spa', 'Non-smoking rooms', 'Restaurant', 'Beachfront', 'Free WiFi', 'Bar', 'Private beach area', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 3,900
</span>",40 m²,['Pets\n\n\nPets are not allowed.'],
Paradise View Hotel,"Main Street, Paradise Beach, 84600, Greece",9.5Exceptional 846 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
$3,861
</span>",269 feet²,['Pets\n\n\nPets are not allowed.'],
Eternal Suites,"Σχολη καλών Τεχνών -, Mikonos, 84600, Greece",9.0Wonderful 789 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$2,735
</span>",248 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
The Ammonite Resort,"ΘΕΣΗ ΧΑΛΑΡΑ SUPER PARADISE, Super Paradise Beach, 84600, Greece",9.7Exceptional 115 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Room service', 'Free parking', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 3,360
</span>",23 m²,['Pets\n\n\nPets are not allowed.'],4
The George Hotel Mykonos,"Platis Gialos Beach, Platis Gialos, 84600, Greece",9.0Wonderful 501 reviews,"['2 swimming pools', 'Non-smoking rooms', 'Airport shuttle (free)', 'Room service', 'Free parking', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$2,819
</span>",269 feet²,['Pets\n\n\nPets are not allowed.'],
Alana Mykonos,"Agios Antonios , Mikonos, 84600, Greece",9.6Exceptional 40 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Tea/Coffee Maker in All Rooms']","<span class=""bui-u-sr-only"">
Original price
$3,475
Current price
$2,085
</span>",248 feet²,['Pets\n\n\nPets are not allowed.'],
Destino Pacha Mykonos,"Agrotiki Odos, Agios Stefanos, Agios Stefanos, 84600, Greece",9.2Wonderful 89 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Spa', 'Fitness center', 'Room service', 'Restaurant', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$5,191
</span>",280 feet²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],
She Mykonos Boutique Hotel,"Petasos, Mikonos, 84600, Greece",8.9Excellent 560 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Spa', 'Room service', 'Restaurant', 'Free WiFi', '24-hour front desk', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$3,228
</span>",172 feet²,['Pets\n\n\nPets are not allowed.'],
Magic View Suites Mykonos,"Kaminaki , Mikonos, 84600, Greece",9.0Wonderful 139 reviews,"['Free WiFi', 'Non-smoking rooms', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
€ 1,923
</span>",,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
Granite Village Mykonos,"Mykonos Lia, Ano Mera, 84600, Greece",9.3Wonderful 73 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Family rooms']",,,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",
With-inn Mykonos Suites,"Gefiraki, Tourlos, 84600, Greece",9.3Wonderful 607 reviews,"['Free WiFi', 'Non-smoking rooms', 'Beachfront', 'Free parking']","<span class=""bui-u-sr-only"">
Original price
€ 2,491
Current price
€ 2,292
</span>",35 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",4
"Radisson Blu Euphoria Resort, Mykonos","Kalo Livadi Mykonos, Kalo Livadi, 84600, Greece",8.8Excellent 222 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Spa', 'Non-smoking rooms', 'Fitness center', 'Room service', 'Free parking', 'Restaurant', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
€ 3,266
</span>",35 m²,['Pets\n\n\nPets are not allowed.'],5
Mykonos Residence Villas & Suites Merchia Beach,"Merchia Beach, Παραλία Μερχιάς, Merchia Beach, 84600, Greece",8.9Excellent 33 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Free parking', 'Airport shuttle', 'Non-smoking rooms', 'Beachfront', 'Facilities for disabled guests', 'Room service', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 2,673
</span>",35 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],4
"Mykonos Blu, Grecotel Boutique Resort","Main Street, Psarou, 84600, Greece",8.7Excellent 189 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Spa', 'Fitness center', 'Room service', 'Restaurant', 'Beachfront', 'Bar', 'Private beach area']","<span class=""bui-u-sr-only"">
Price
$5,074
</span>",312 feet²,['Pets\n\n\nPets are not allowed.'],
Koumi Homes Mykonos,"FTELIA, Ftelia, 84600, Greece",9.3Wonderful 27 reviews,"['Airport shuttle', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
£2,690
Current price
£2,475
</span>",484 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Nimbus Mykonos,"mykonos ag stefanos, Agios Stefanos, 84600, Greece",9.3Wonderful 418 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Restaurant', 'Free parking', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
$4,865
</span>",258 feet²,['Pets\n\n\nPets are not allowed.'],
Hotel Alkyon,"Ano Mera - Peripheral Road, Mikonos, 84600, Greece",9.0Wonderful 800 reviews,"['Outdoor swimming pool', 'Free parking', 'Non-smoking rooms', 'Airport shuttle (free)', 'Room service', 'Facilities for disabled guests', 'Free WiFi', '24-hour front desk', 'Bar']","<span class=""bui-u-sr-only"">
Price
MYR 13,452
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],4
Venus Myconian Residences,"Lia Beach, Mykonos, Kalafatis, 84600, Greece",9.5Exceptional 208 reviews,"['Beachfront', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Facilities for disabled guests', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
8,720 zł
Current price
7,782 zł
</span>",35 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 12:00 AM and 7:00 AM.', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",4
The Summit of Mykonos,"Kalo Livadi, Kalo Livadi, 84600, Greece",9.0Wonderful 226 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
₪ 7,981
</span>",30 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",4
